rep	case	h2	env	ts	ts_magnitude
L83	C1	same-0.3	env-0.0	p-0.60	0.0950274522220776
L84	C1	same-0.3	env-0.0	p-0.60	0.353498322452923
L85	C1	same-0.3	env-0.0	p-0.60	0.104010744162212
L86	C1	same-0.3	env-0.0	p-0.60	0.238990871921823
L87	C1	same-0.3	env-0.0	p-0.60	0.0789466737452221
L88	C1	same-0.3	env-0.0	p-0.60	0.156816204395143
L89	C1	same-0.3	env-0.0	p-0.60	0.313807253314411
L90	C1	same-0.3	env-0.0	p-0.60	0.188229537075124
L91	C1	same-0.3	env-0.0	p-0.60	0.0620031025362242
L92	C1	same-0.3	env-0.0	p-0.60	0.09867619299104
L93	C1	same-0.3	env-0.0	p-0.60	0.237290767809246
L94	C1	same-0.3	env-0.0	p-0.60	0.0481693012968094
L95	C1	same-0.3	env-0.0	p-0.60	0.216698733559319
L96	C1	same-0.3	env-0.0	p-0.60	0.21867534039696
L97	C1	same-0.3	env-0.0	p-0.60	0.0869267918103852
L98	C1	same-0.3	env-0.0	p-0.60	0.121150557955676
L99	C1	same-0.3	env-0.0	p-0.60	0.318585107917813
L100	C1	same-0.3	env-0.0	p-0.60	0.0270474355609761
L1	C1	diff-0.3	env-0.0	p-0.60	
L2	C1	diff-0.3	env-0.0	p-0.60	
L3	C1	diff-0.3	env-0.0	p-0.60	
L4	C1	diff-0.3	env-0.0	p-0.60	
L5	C1	diff-0.3	env-0.0	p-0.60	
L6	C1	diff-0.3	env-0.0	p-0.60	
L7	C1	diff-0.3	env-0.0	p-0.60	
L8	C1	diff-0.3	env-0.0	p-0.60	
L9	C1	diff-0.3	env-0.0	p-0.60	
L10	C1	diff-0.3	env-0.0	p-0.60	
L11	C1	diff-0.3	env-0.0	p-0.60	
L12	C1	diff-0.3	env-0.0	p-0.60	
L13	C1	diff-0.3	env-0.0	p-0.60	
L14	C1	diff-0.3	env-0.0	p-0.60	
L15	C1	diff-0.3	env-0.0	p-0.60	
L16	C1	diff-0.3	env-0.0	p-0.60	
L17	C1	diff-0.3	env-0.0	p-0.60	
L18	C1	diff-0.3	env-0.0	p-0.60	
L19	C1	diff-0.3	env-0.0	p-0.60	
L20	C1	diff-0.3	env-0.0	p-0.60	
L21	C1	diff-0.3	env-0.0	p-0.60	
L22	C1	diff-0.3	env-0.0	p-0.60	
L23	C1	diff-0.3	env-0.0	p-0.60	
L24	C1	diff-0.3	env-0.0	p-0.60	
L25	C1	diff-0.3	env-0.0	p-0.60	
L26	C1	diff-0.3	env-0.0	p-0.60	
L27	C1	diff-0.3	env-0.0	p-0.60	
L28	C1	diff-0.3	env-0.0	p-0.60	
L29	C1	diff-0.3	env-0.0	p-0.60	
L30	C1	diff-0.3	env-0.0	p-0.60	
L31	C1	diff-0.3	env-0.0	p-0.60	
L32	C1	diff-0.3	env-0.0	p-0.60	
L33	C1	diff-0.3	env-0.0	p-0.60	
L34	C1	diff-0.3	env-0.0	p-0.60	
L35	C1	diff-0.3	env-0.0	p-0.60	
L36	C1	diff-0.3	env-0.0	p-0.60	
L37	C1	diff-0.3	env-0.0	p-0.60	
L38	C1	diff-0.3	env-0.0	p-0.60	
L39	C1	diff-0.3	env-0.0	p-0.60	
L40	C1	diff-0.3	env-0.0	p-0.60	
L41	C1	diff-0.3	env-0.0	p-0.60	
L42	C1	diff-0.3	env-0.0	p-0.60	
L43	C1	diff-0.3	env-0.0	p-0.60	
L44	C1	diff-0.3	env-0.0	p-0.60	
L45	C1	diff-0.3	env-0.0	p-0.60	
L46	C1	diff-0.3	env-0.0	p-0.60	
L47	C1	diff-0.3	env-0.0	p-0.60	
L48	C1	diff-0.3	env-0.0	p-0.60	
L49	C1	diff-0.3	env-0.0	p-0.60	
L50	C1	diff-0.3	env-0.0	p-0.60	
L51	C1	diff-0.3	env-0.0	p-0.60	
L52	C1	diff-0.3	env-0.0	p-0.60	
L53	C1	diff-0.3	env-0.0	p-0.60	
L54	C1	diff-0.3	env-0.0	p-0.60	
L55	C1	diff-0.3	env-0.0	p-0.60	
L56	C1	diff-0.3	env-0.0	p-0.60	
L57	C1	diff-0.3	env-0.0	p-0.60	
L58	C1	diff-0.3	env-0.0	p-0.60	
L59	C1	diff-0.3	env-0.0	p-0.60	
L60	C1	diff-0.3	env-0.0	p-0.60	
L61	C1	diff-0.3	env-0.0	p-0.60	
L62	C1	diff-0.3	env-0.0	p-0.60	
L63	C1	diff-0.3	env-0.0	p-0.60	
L64	C1	diff-0.3	env-0.0	p-0.60	
L65	C1	diff-0.3	env-0.0	p-0.60	
L66	C1	diff-0.3	env-0.0	p-0.60	
L67	C1	diff-0.3	env-0.0	p-0.60	
L68	C1	diff-0.3	env-0.0	p-0.60	
L69	C1	diff-0.3	env-0.0	p-0.60	
L70	C1	diff-0.3	env-0.0	p-0.60	
L71	C1	diff-0.3	env-0.0	p-0.60	
L72	C1	diff-0.3	env-0.0	p-0.60	
L73	C1	diff-0.3	env-0.0	p-0.60	
L74	C1	diff-0.3	env-0.0	p-0.60	
L75	C1	diff-0.3	env-0.0	p-0.60	
L76	C1	diff-0.3	env-0.0	p-0.60	
L77	C1	diff-0.3	env-0.0	p-0.60	
L78	C1	diff-0.3	env-0.0	p-0.60	
L79	C1	diff-0.3	env-0.0	p-0.60	
L80	C1	diff-0.3	env-0.0	p-0.60	
L81	C1	diff-0.3	env-0.0	p-0.60	
L82	C1	diff-0.3	env-0.0	p-0.60	
L83	C1	diff-0.3	env-0.0	p-0.60	
L84	C1	diff-0.3	env-0.0	p-0.60	
L85	C1	diff-0.3	env-0.0	p-0.60	
L86	C1	diff-0.3	env-0.0	p-0.60	
L87	C1	diff-0.3	env-0.0	p-0.60	
L88	C1	diff-0.3	env-0.0	p-0.60	
L89	C1	diff-0.3	env-0.0	p-0.60	
L90	C1	diff-0.3	env-0.0	p-0.60	
L91	C1	diff-0.3	env-0.0	p-0.60	
L92	C1	diff-0.3	env-0.0	p-0.60	
L93	C1	diff-0.3	env-0.0	p-0.60	
L94	C1	diff-0.3	env-0.0	p-0.60	
L95	C1	diff-0.3	env-0.0	p-0.60	
L96	C1	diff-0.3	env-0.0	p-0.60	
L97	C1	diff-0.3	env-0.0	p-0.60	
L98	C1	diff-0.3	env-0.0	p-0.60	
L99	C1	diff-0.3	env-0.0	p-0.60	
L100	C1	diff-0.3	env-0.0	p-0.60	
L1	C1	same-0.3	env-1.0	p-0.60	0.191628766031892
L2	C1	same-0.3	env-1.0	p-0.60	0.277692720723244
L3	C1	same-0.3	env-1.0	p-0.60	0.254903162824517
L4	C1	same-0.3	env-1.0	p-0.60	0.0977979835664228
L5	C1	same-0.3	env-1.0	p-0.60	0.204047805218
L6	C1	same-0.3	env-1.0	p-0.60	0.229894112939809
L7	C1	same-0.3	env-1.0	p-0.60	0.282907840777678
L8	C1	same-0.3	env-1.0	p-0.60	0.376742587767783
L9	C1	same-0.3	env-1.0	p-0.60	0.233373626602459
L10	C1	same-0.3	env-1.0	p-0.60	0.110793296784375
L11	C1	same-0.3	env-1.0	p-0.60	0.260994021819221
L12	C1	same-0.3	env-1.0	p-0.60	0.322637295124755
L13	C1	same-0.3	env-1.0	p-0.60	0.16080187265278
L14	C1	same-0.3	env-1.0	p-0.60	0.177875686141607
L15	C1	same-0.3	env-1.0	p-0.60	0.170077394219046
L16	C1	same-0.3	env-1.0	p-0.60	0.143859028005602
L17	C1	same-0.3	env-1.0	p-0.60	0.111204950232967
L18	C1	same-0.3	env-1.0	p-0.60	0.0344172137937721
L19	C1	same-0.3	env-1.0	p-0.60	0.0629389481054974
L20	C1	same-0.3	env-1.0	p-0.60	0.361419587642828
L21	C1	same-0.3	env-1.0	p-0.60	0.24578753325181
L22	C1	same-0.3	env-1.0	p-0.60	0.333324814271602
L23	C1	same-0.3	env-1.0	p-0.60	0.158113163931443
L24	C1	same-0.3	env-1.0	p-0.60	0.24132640962912
L25	C1	same-0.3	env-1.0	p-0.60	0.161162811579824
L26	C1	same-0.3	env-1.0	p-0.60	0.492380021115333
L27	C1	same-0.3	env-1.0	p-0.60	0.153911061135706
L28	C1	same-0.3	env-1.0	p-0.60	0.0765295123998044
L29	C1	same-0.3	env-1.0	p-0.60	0.186601504112748
L30	C1	same-0.3	env-1.0	p-0.60	0.248419545805367
L31	C1	same-0.3	env-1.0	p-0.60	0.128856711170332
L32	C1	same-0.3	env-1.0	p-0.60	0.190902803274558
L33	C1	same-0.3	env-1.0	p-0.60	0.274169952286449
L34	C1	same-0.3	env-1.0	p-0.60	0.257242810706804
L35	C1	same-0.3	env-1.0	p-0.60	0.23462489028869
L36	C1	same-0.3	env-1.0	p-0.60	0.241692675005368
L37	C1	same-0.3	env-1.0	p-0.60	0.0515915545916278
L38	C1	same-0.3	env-1.0	p-0.60	0.327791173039314
L39	C1	same-0.3	env-1.0	p-0.60	0.0927152200543784
L40	C1	same-0.3	env-1.0	p-0.60	0.240589742737716
L41	C1	same-0.3	env-1.0	p-0.60	0.217132060228805
L42	C1	same-0.3	env-1.0	p-0.60	0.286286648460331
L43	C1	same-0.3	env-1.0	p-0.60	0.00271717206114717
L44	C1	same-0.3	env-1.0	p-0.60	0.427975015280268
L45	C1	same-0.3	env-1.0	p-0.60	0.157942856789996
L46	C1	same-0.3	env-1.0	p-0.60	0.232190249319258
L47	C1	same-0.3	env-1.0	p-0.60	0.309886914855373
L48	C1	same-0.3	env-1.0	p-0.60	0.308137280674152
L49	C1	same-0.3	env-1.0	p-0.60	0.275241309774352
L50	C1	same-0.3	env-1.0	p-0.60	0.108368814225093
L51	C1	same-0.3	env-1.0	p-0.60	0.247700576584302
L52	C1	same-0.3	env-1.0	p-0.60	0.108568057631914
L53	C1	same-0.3	env-1.0	p-0.60	0.122666078994362
L54	C1	same-0.3	env-1.0	p-0.60	0.299704172502288
L55	C1	same-0.3	env-1.0	p-0.60	0.210801760704927
L56	C1	same-0.3	env-1.0	p-0.60	0.163285958204398
L57	C1	same-0.3	env-1.0	p-0.60	0.230827913870055
L58	C1	same-0.3	env-1.0	p-0.60	0.229735264879502
L59	C1	same-0.3	env-1.0	p-0.60	0.264771047346802
L60	C1	same-0.3	env-1.0	p-0.60	0.148981375549461
L61	C1	same-0.3	env-1.0	p-0.60	0.14961636188964
L62	C1	same-0.3	env-1.0	p-0.60	0.148321367082338
L63	C1	same-0.3	env-1.0	p-0.60	0.286986113834392
L64	C1	same-0.3	env-1.0	p-0.60	0.212642044005361
L65	C1	same-0.3	env-1.0	p-0.60	0.298216348576073
L66	C1	same-0.3	env-1.0	p-0.60	0.364565842509174
L67	C1	same-0.3	env-1.0	p-0.60	0.174911070929159
L68	C1	same-0.3	env-1.0	p-0.60	0.121318036396131
L69	C1	same-0.3	env-1.0	p-0.60	0.345424053155854
L70	C1	same-0.3	env-1.0	p-0.60	0.0441953353024042
L71	C1	same-0.3	env-1.0	p-0.60	0.123377052950573
L72	C1	same-0.3	env-1.0	p-0.60	0.342650534027765
L73	C1	same-0.3	env-1.0	p-0.60	0.170038954573698
L74	C1	same-0.3	env-1.0	p-0.60	0.153626215900033
L75	C1	same-0.3	env-1.0	p-0.60	0.10618228013113
L76	C1	same-0.3	env-1.0	p-0.60	0.267190370311946
L77	C1	same-0.3	env-1.0	p-0.60	0.258911587333449
L78	C1	same-0.3	env-1.0	p-0.60	0.241468817898753
L79	C1	same-0.3	env-1.0	p-0.60	0.100220010559137
L80	C1	same-0.3	env-1.0	p-0.60	0.250315874368474
L81	C1	same-0.3	env-1.0	p-0.60	0.0622848830639102
L82	C1	same-0.3	env-1.0	p-0.60	0.165916574619181
L83	C1	same-0.3	env-1.0	p-0.60	0.209722934637784
L84	C1	same-0.3	env-1.0	p-0.60	0.190023208775963
L85	C1	same-0.3	env-1.0	p-0.60	0.126441047401698
L86	C1	same-0.3	env-1.0	p-0.60	0.217579798892177
L87	C1	same-0.3	env-1.0	p-0.60	0.1452463895651
L88	C1	same-0.3	env-1.0	p-0.60	0.0778070518112371
L89	C1	same-0.3	env-1.0	p-0.60	0.14017651286049
L90	C1	same-0.3	env-1.0	p-0.60	0.220888517957187
L91	C1	same-0.3	env-1.0	p-0.60	0.0626667065074913
L92	C1	same-0.3	env-1.0	p-0.60	0.113123620769214
L93	C1	same-0.3	env-1.0	p-0.60	0.115896670632828
L94	C1	same-0.3	env-1.0	p-0.60	0.0693322050816401
L95	C1	same-0.3	env-1.0	p-0.60	0.140331274476651
L96	C1	same-0.3	env-1.0	p-0.60	0.126302449186682
L97	C1	same-0.3	env-1.0	p-0.60	0.213727654606403
L98	C1	same-0.3	env-1.0	p-0.60	0.304006409494489
L99	C1	same-0.3	env-1.0	p-0.60	0.305399117648567
L100	C1	same-0.3	env-1.0	p-0.60	0.176039919036331
L1	C1	diff-0.3	env-1.0	p-0.60	-0.147243780989081
L2	C1	diff-0.3	env-1.0	p-0.60	-0.39451792050435
L3	C1	diff-0.3	env-1.0	p-0.60	-0.213616069847293
L4	C1	diff-0.3	env-1.0	p-0.60	-0.258000087044104
L5	C1	diff-0.3	env-1.0	p-0.60	-0.234593396136138
L6	C1	diff-0.3	env-1.0	p-0.60	-0.373763039103802
L7	C1	diff-0.3	env-1.0	p-0.60	-0.16532083059371
L8	C1	diff-0.3	env-1.0	p-0.60	-0.162649650598901
L9	C1	diff-0.3	env-1.0	p-0.60	-0.320416212521151
L10	C1	diff-0.3	env-1.0	p-0.60	-0.254254625354316
L11	C1	diff-0.3	env-1.0	p-0.60	-0.0387766029151222
L12	C1	diff-0.3	env-1.0	p-0.60	-0.164596933555336
L13	C1	diff-0.3	env-1.0	p-0.60	-0.0780047820156478
L14	C1	diff-0.3	env-1.0	p-0.60	-0.419234448962264
L15	C1	diff-0.3	env-1.0	p-0.60	-0.336369138722298
L16	C1	diff-0.3	env-1.0	p-0.60	-0.133455663866362
L17	C1	diff-0.3	env-1.0	p-0.60	-0.196423720475444
L18	C1	diff-0.3	env-1.0	p-0.60	-0.186592758839151
L19	C1	diff-0.3	env-1.0	p-0.60	-0.0110769320746167
L20	C1	diff-0.3	env-1.0	p-0.60	-0.33690802910049
L21	C1	diff-0.3	env-1.0	p-0.60	0.0401759869724217
L22	C1	diff-0.3	env-1.0	p-0.60	-0.258198962864344
L23	C1	diff-0.3	env-1.0	p-0.60	-0.124155846496525
L24	C1	diff-0.3	env-1.0	p-0.60	-0.262250712583231
L25	C1	diff-0.3	env-1.0	p-0.60	-0.00882772625742645
L26	C1	diff-0.3	env-1.0	p-0.60	-0.161730359756695
L27	C1	diff-0.3	env-1.0	p-0.60	-0.231074619761682
L28	C1	diff-0.3	env-1.0	p-0.60	-0.236103952146363
L29	C1	diff-0.3	env-1.0	p-0.60	-0.277884587092123
L30	C1	diff-0.3	env-1.0	p-0.60	-0.199801000295299
L31	C1	diff-0.3	env-1.0	p-0.60	-0.388737504252968
L32	C1	diff-0.3	env-1.0	p-0.60	-0.217567741334905
L33	C1	diff-0.3	env-1.0	p-0.60	-0.243764368221825
L34	C1	diff-0.3	env-1.0	p-0.60	-0.15112292722783
L35	C1	diff-0.3	env-1.0	p-0.60	-0.244930556504955
L36	C1	diff-0.3	env-1.0	p-0.60	-0.164642486604798
L37	C1	diff-0.3	env-1.0	p-0.60	-0.130530181404906
L38	C1	diff-0.3	env-1.0	p-0.60	-0.172612319737387
L39	C1	diff-0.3	env-1.0	p-0.60	-0.116173367367808
L40	C1	diff-0.3	env-1.0	p-0.60	-0.200314325435782
L41	C1	diff-0.3	env-1.0	p-0.60	-0.456067396056322
L42	C1	diff-0.3	env-1.0	p-0.60	0.0186784710914942
L43	C1	diff-0.3	env-1.0	p-0.60	-0.236020612990165
L44	C1	diff-0.3	env-1.0	p-0.60	-0.0569675908742731
L45	C1	diff-0.3	env-1.0	p-0.60	-0.198482469351362
L46	C1	diff-0.3	env-1.0	p-0.60	-0.155430114362835
L47	C1	diff-0.3	env-1.0	p-0.60	-0.251263767595742
L48	C1	diff-0.3	env-1.0	p-0.60	-0.223074331795247
L49	C1	diff-0.3	env-1.0	p-0.60	-0.302269459683656
L50	C1	diff-0.3	env-1.0	p-0.60	-0.307434984313649
L51	C1	diff-0.3	env-1.0	p-0.60	-0.321068457114089
L52	C1	diff-0.3	env-1.0	p-0.60	-0.20801545583854
L53	C1	diff-0.3	env-1.0	p-0.60	-0.226574978524583
L54	C1	diff-0.3	env-1.0	p-0.60	-0.214007712845955
L55	C1	diff-0.3	env-1.0	p-0.60	-0.365745504758289
L56	C1	diff-0.3	env-1.0	p-0.60	-0.264226597952214
L57	C1	diff-0.3	env-1.0	p-0.60	-0.19613920989139
L58	C1	diff-0.3	env-1.0	p-0.60	-0.274412933595732
L59	C1	diff-0.3	env-1.0	p-0.60	-0.138690243750929
L60	C1	diff-0.3	env-1.0	p-0.60	-0.132688398988637
L61	C1	diff-0.3	env-1.0	p-0.60	-0.430449263990058
L62	C1	diff-0.3	env-1.0	p-0.60	-0.241180455562317
L63	C1	diff-0.3	env-1.0	p-0.60	-0.406518883658009
L64	C1	diff-0.3	env-1.0	p-0.60	-0.266606594751946
L65	C1	diff-0.3	env-1.0	p-0.60	-0.265341482767475
L66	C1	diff-0.3	env-1.0	p-0.60	-0.152829875399019
L67	C1	diff-0.3	env-1.0	p-0.60	-0.11637629635614
L68	C1	diff-0.3	env-1.0	p-0.60	-0.208149723689138
L69	C1	diff-0.3	env-1.0	p-0.60	-0.278145970556648
L70	C1	diff-0.3	env-1.0	p-0.60	-0.213653445273592
L71	C1	diff-0.3	env-1.0	p-0.60	-0.147936228067498
L72	C1	diff-0.3	env-1.0	p-0.60	-0.154337456668735
L73	C1	diff-0.3	env-1.0	p-0.60	-0.274574406253032
L74	C1	diff-0.3	env-1.0	p-0.60	-0.190112703421997
L75	C1	diff-0.3	env-1.0	p-0.60	-0.0467056443156391
L76	C1	diff-0.3	env-1.0	p-0.60	-0.105157795527298
L77	C1	diff-0.3	env-1.0	p-0.60	-0.269008199966716
L78	C1	diff-0.3	env-1.0	p-0.60	0.115103629634097
L79	C1	diff-0.3	env-1.0	p-0.60	-0.224730844926689
L80	C1	diff-0.3	env-1.0	p-0.60	-0.225733549005071
L81	C1	diff-0.3	env-1.0	p-0.60	-0.08335853463403
L82	C1	diff-0.3	env-1.0	p-0.60	-0.147908765626969
L83	C1	diff-0.3	env-1.0	p-0.60	-0.0544382089960231
L84	C1	diff-0.3	env-1.0	p-0.60	-0.195092724917948
L85	C1	diff-0.3	env-1.0	p-0.60	-0.236401080250667
L86	C1	diff-0.3	env-1.0	p-0.60	-0.0238577491868019
L87	C1	diff-0.3	env-1.0	p-0.60	-0.189409711293264
L88	C1	diff-0.3	env-1.0	p-0.60	-0.284598352554031
L89	C1	diff-0.3	env-1.0	p-0.60	-0.254851516998893
L90	C1	diff-0.3	env-1.0	p-0.60	-0.254079712156886
L91	C1	diff-0.3	env-1.0	p-0.60	-0.204486917323669
L92	C1	diff-0.3	env-1.0	p-0.60	-0.100387073362596
L93	C1	diff-0.3	env-1.0	p-0.60	-0.176713330882238
L94	C1	diff-0.3	env-1.0	p-0.60	-0.233004408960347
L95	C1	diff-0.3	env-1.0	p-0.60	-0.144330360647276
L96	C1	diff-0.3	env-1.0	p-0.60	-0.149708911314454
L97	C1	diff-0.3	env-1.0	p-0.60	-0.130299145264127
L98	C1	diff-0.3	env-1.0	p-0.60	-0.239136721006741
L99	C1	diff-0.3	env-1.0	p-0.60	-0.196479288228182
L100	C1	diff-0.3	env-1.0	p-0.60	-0.184648088344361
L1	C1	same-0.3	env-0.0	p-0.65	0.261418679698204
L2	C1	same-0.3	env-0.0	p-0.65	0.31020513473147
L3	C1	same-0.3	env-0.0	p-0.65	0.219100719239137
L4	C1	same-0.3	env-0.0	p-0.65	0.337525144124095
L5	C1	same-0.3	env-0.0	p-0.65	0.342453224275771
L6	C1	same-0.3	env-0.0	p-0.65	0.36789251607226
L7	C1	same-0.3	env-0.0	p-0.65	0.434386154346255
L8	C1	same-0.3	env-0.0	p-0.65	0.297085807829573
L9	C1	same-0.3	env-0.0	p-0.65	0.256920416618991
L10	C1	same-0.3	env-0.0	p-0.65	0.395589734518114
L11	C1	same-0.3	env-0.0	p-0.65	0.312086774740772
L12	C1	same-0.3	env-0.0	p-0.65	0.30082897995937
L13	C1	same-0.3	env-0.0	p-0.65	0.247688747622077
L14	C1	same-0.3	env-0.0	p-0.65	0.10408527192762
L15	C1	same-0.3	env-0.0	p-0.65	0.267244497886775
L16	C1	same-0.3	env-0.0	p-0.65	0.351866147013424
L17	C1	same-0.3	env-0.0	p-0.65	0.328579552892188
L18	C1	same-0.3	env-0.0	p-0.65	0.322615268748907
L19	C1	same-0.3	env-0.0	p-0.65	0.181730974238616
L20	C1	same-0.3	env-0.0	p-0.65	0.299328020459603
L21	C1	same-0.3	env-0.0	p-0.65	0.224371624723046
L22	C1	same-0.3	env-0.0	p-0.65	0.171698715765918
L23	C1	same-0.3	env-0.0	p-0.65	0.349880428127983
L24	C1	same-0.3	env-0.0	p-0.65	0.174773125130696
L25	C1	same-0.3	env-0.0	p-0.65	0.415258716484955
L26	C1	same-0.3	env-0.0	p-0.65	0.315598628328266
L27	C1	same-0.3	env-0.0	p-0.65	0.230794612362638
L28	C1	same-0.3	env-0.0	p-0.65	0.27181168813675
L29	C1	same-0.3	env-0.0	p-0.65	0.304850711480347
L30	C1	same-0.3	env-0.0	p-0.65	0.4742930599119
L31	C1	same-0.3	env-0.0	p-0.65	0.388758768528337
L32	C1	same-0.3	env-0.0	p-0.65	0.298791998417329
L33	C1	same-0.3	env-0.0	p-0.65	0.122665873208487
L34	C1	same-0.3	env-0.0	p-0.65	0.221024995304991
L35	C1	same-0.3	env-0.0	p-0.65	0.234080513828944
L36	C1	same-0.3	env-0.0	p-0.65	0.281887459469984
L37	C1	same-0.3	env-0.0	p-0.65	0.287058990398054
L38	C1	same-0.3	env-0.0	p-0.65	0.387206677980906
L39	C1	same-0.3	env-0.0	p-0.65	0.419616120375461
L40	C1	same-0.3	env-0.0	p-0.65	0.237458741492952
L41	C1	same-0.3	env-0.0	p-0.65	0.185822535130891
L42	C1	same-0.3	env-0.0	p-0.65	0.397967789617327
L43	C1	same-0.3	env-0.0	p-0.65	0.196547807343365
L44	C1	same-0.3	env-0.0	p-0.65	0.274239811677949
L45	C1	same-0.3	env-0.0	p-0.65	0.187903067782926
L46	C1	same-0.3	env-0.0	p-0.65	0.419850895495664
L47	C1	same-0.3	env-0.0	p-0.65	0.344634028975738
L48	C1	same-0.3	env-0.0	p-0.65	0.388273269090114
L49	C1	same-0.3	env-0.0	p-0.65	0.315076369754939
L50	C1	same-0.3	env-0.0	p-0.65	0.185448191577818
L51	C1	same-0.3	env-0.0	p-0.65	0.244383338541511
L52	C1	same-0.3	env-0.0	p-0.65	0.187204438242576
L53	C1	same-0.3	env-0.0	p-0.65	0.444325136391112
L54	C1	same-0.3	env-0.0	p-0.65	0.443306812910967
L55	C1	same-0.3	env-0.0	p-0.65	0.277747963436549
L56	C1	same-0.3	env-0.0	p-0.65	0.521063960023158
L57	C1	same-0.3	env-0.0	p-0.65	0.207664904868753
L58	C1	same-0.3	env-0.0	p-0.65	0.489071021034636
L59	C1	same-0.3	env-0.0	p-0.65	0.14416843314252
L60	C1	same-0.3	env-0.0	p-0.65	0.390711809598896
L61	C1	same-0.3	env-0.0	p-0.65	0.482960413489637
L62	C1	same-0.3	env-0.0	p-0.65	0.248687996784695
L63	C1	same-0.3	env-0.0	p-0.65	0.184931330530789
L64	C1	same-0.3	env-0.0	p-0.65	0.163040728800688
L65	C1	same-0.3	env-0.0	p-0.65	0.219646812218478
L66	C1	same-0.3	env-0.0	p-0.65	0.254895194614636
L67	C1	same-0.3	env-0.0	p-0.65	0.370855281895099
L68	C1	same-0.3	env-0.0	p-0.65	0.0254052667635818
L69	C1	same-0.3	env-0.0	p-0.65	0.273768623960264
L70	C1	same-0.3	env-0.0	p-0.65	0.376776600472982
L71	C1	same-0.3	env-0.0	p-0.65	0.269157645160129
L72	C1	same-0.3	env-0.0	p-0.65	0.396566403707892
L73	C1	same-0.3	env-0.0	p-0.65	0.139403769916857
L74	C1	same-0.3	env-0.0	p-0.65	0.233567187222621
L75	C1	same-0.3	env-0.0	p-0.65	0.3610976696144
L76	C1	same-0.3	env-0.0	p-0.65	0.455068029967327
L77	C1	same-0.3	env-0.0	p-0.65	0.291514665651709
L78	C1	same-0.3	env-0.0	p-0.65	0.269479333752633
L79	C1	same-0.3	env-0.0	p-0.65	0.370992828954954
L80	C1	same-0.3	env-0.0	p-0.65	0.513711944532182
L81	C1	same-0.3	env-0.0	p-0.65	0.339175084777568
L82	C1	same-0.3	env-0.0	p-0.65	0.220425265999414
L83	C1	same-0.3	env-0.0	p-0.65	0.430061702387721
L84	C1	same-0.3	env-0.0	p-0.65	0.174016862544945
L85	C1	same-0.3	env-0.0	p-0.65	0.088135459030915
L86	C1	same-0.3	env-0.0	p-0.65	0.271483734598256
L87	C1	same-0.3	env-0.0	p-0.65	0.19210787547267
L88	C1	same-0.3	env-0.0	p-0.65	0.255334762759313
L89	C1	same-0.3	env-0.0	p-0.65	0.385336221840125
L90	C1	same-0.3	env-0.0	p-0.65	0.353401409012081
L91	C1	same-0.3	env-0.0	p-0.65	0.296220161372162
L92	C1	same-0.3	env-0.0	p-0.65	0.348474343157831
L93	C1	same-0.3	env-0.0	p-0.65	0.335245966436229
L94	C1	same-0.3	env-0.0	p-0.65	0.388259907457295
L95	C1	same-0.3	env-0.0	p-0.65	0.337356671875008
L96	C1	same-0.3	env-0.0	p-0.65	0.358142765489463
L97	C1	same-0.3	env-0.0	p-0.65	0.367433646837838
L98	C1	same-0.3	env-0.0	p-0.65	0.183076583162342
L99	C1	same-0.3	env-0.0	p-0.65	0.305525874748988
L100	C1	same-0.3	env-0.0	p-0.65	0.347452767346763
L1	C1	diff-0.3	env-0.0	p-0.65	
L2	C1	diff-0.3	env-0.0	p-0.65	
L3	C1	diff-0.3	env-0.0	p-0.65	
L4	C1	diff-0.3	env-0.0	p-0.65	
L5	C1	diff-0.3	env-0.0	p-0.65	
L6	C1	diff-0.3	env-0.0	p-0.65	
L7	C1	diff-0.3	env-0.0	p-0.65	
L8	C1	diff-0.3	env-0.0	p-0.65	
L9	C1	diff-0.3	env-0.0	p-0.65	
L10	C1	diff-0.3	env-0.0	p-0.65	
L11	C1	diff-0.3	env-0.0	p-0.65	
L12	C1	diff-0.3	env-0.0	p-0.65	
L13	C1	diff-0.3	env-0.0	p-0.65	
L14	C1	diff-0.3	env-0.0	p-0.65	
L15	C1	diff-0.3	env-0.0	p-0.65	
L16	C1	diff-0.3	env-0.0	p-0.65	
L17	C1	diff-0.3	env-0.0	p-0.65	
L18	C1	diff-0.3	env-0.0	p-0.65	
L19	C1	diff-0.3	env-0.0	p-0.65	
L20	C1	diff-0.3	env-0.0	p-0.65	
L21	C1	diff-0.3	env-0.0	p-0.65	
L22	C1	diff-0.3	env-0.0	p-0.65	
L23	C1	diff-0.3	env-0.0	p-0.65	
L24	C1	diff-0.3	env-0.0	p-0.65	
L25	C1	diff-0.3	env-0.0	p-0.65	
L26	C1	diff-0.3	env-0.0	p-0.65	
L27	C1	diff-0.3	env-0.0	p-0.65	
L28	C1	diff-0.3	env-0.0	p-0.65	
L29	C1	diff-0.3	env-0.0	p-0.65	
L30	C1	diff-0.3	env-0.0	p-0.65	
L31	C1	diff-0.3	env-0.0	p-0.65	
L32	C1	diff-0.3	env-0.0	p-0.65	
L33	C1	diff-0.3	env-0.0	p-0.65	
L34	C1	diff-0.3	env-0.0	p-0.65	
L35	C1	diff-0.3	env-0.0	p-0.65	
L36	C1	diff-0.3	env-0.0	p-0.65	
L37	C1	diff-0.3	env-0.0	p-0.65	
