rep	case	h2	pheno	envs	test	Qx	P.Chi	P.EN	P.Chi_Lat	P.EN_Lat	P.Chi_Long	P.EN_Long	type
A44	C1	h2-0	DIAG	env-1.0	PS	8416.66341929254	0.0166567615087521	0.026	0	0	0	0	nc-ID
A45	C1	h2-0	DIAG	env-1.0	PS	1105.37918768165	0.743820287207622	0.741	0	0	2.23744105225634e-242	0	c
A45	C1	h2-0	DIAG	env-1.0	PS	1105.37918768165	0.743820287207622	0.741	0	0	2.23744105225634e-242	0	c.p
A45	C1	h2-0	DIAG	env-1.0	PS	16282.6520335688	0.185094614292223	0.167	0	0	0	0	nc
A45	C1	h2-0	DIAG	env-1.0	PS	884.326434947737	0.977305460504711	0.981	0	0	2.50667821642728e-194	0	c-Tm
A45	C1	h2-0	DIAG	env-1.0	PS	884.326434947737	0.977305460504711	0.982	0	0	2.50667821642728e-194	0	c.p-Tm
A45	C1	h2-0	DIAG	env-1.0	PS	14109.0212734227	0.595690288121054	0.56	0	0	0	0	nc-Tm
A45	C1	h2-0	DIAG	env-1.0	PS	986.222238882577	0.847624928711481	0.842	0	0	1.77449702808024e-216	0	c-ID
A45	C1	h2-0	DIAG	env-1.0	PS	986.222238882577	0.847624928711481	0.841	0	0	1.77449702808024e-216	0	c.p-ID
A45	C1	h2-0	DIAG	env-1.0	PS	15140.5909383358	0.433966555385923	0.413	0	0	0	0	nc-ID
A46	C1	h2-0	DIAG	env-1.0	PS	783.852164165432	0.75916721414002	0.795	0	0	1.74958852915801e-172	0	c
A46	C1	h2-0	DIAG	env-1.0	PS	783.852164165432	0.75916721414002	0.825	0	0	1.74958852915801e-172	0	c.p
A46	C1	h2-0	DIAG	env-1.0	PS	7827.54834588037	0.949415327167356	0.937	0	0	0	0	nc
A46	C1	h2-0	DIAG	env-1.0	PS	597.905324514315	0.568683741448335	0.645	0	0	4.77979130439034e-132	0	c-Tm
A46	C1	h2-0	DIAG	env-1.0	PS	597.905324514315	0.568683741448335	0.612	0	0	4.77979130439034e-132	0	c.p-Tm
A46	C1	h2-0	DIAG	env-1.0	PS	5390.18342755384	0.518722370535856	0.505	0	0	0	0	nc-Tm
A46	C1	h2-0	DIAG	env-1.0	PS	670.505786857841	0.637594864534643	0.679	0	0	7.75553609919658e-148	0	c-ID
A46	C1	h2-0	DIAG	env-1.0	PS	670.505786857841	0.637594864534643	0.701	0	0	7.75553609919658e-148	0	c.p-ID
A46	C1	h2-0	DIAG	env-1.0	PS	7042.14739728933	0.806855523136772	0.803	0	0	0	0	nc-ID
A47	C1	h2-0	DIAG	env-1.0	PS	72.6168267523699	0.89040869316958	0.9	0	0	1.57431036733111e-17	0	c
A47	C1	h2-0	DIAG	env-1.0	PS	72.6168267523699	0.89040869316958	0.898	0	0	1.57431036733111e-17	0	c.p
A47	C1	h2-0	DIAG	env-1.0	PS	6435.12174905977	0.96961612157331	0.98	0	0	0	0	nc
A47	C1	h2-0	DIAG	env-1.0	PS	41.4020697475974	0.985517585129436	0.987	0	0	1.23926106221649e-10	0	c-Tm
A47	C1	h2-0	DIAG	env-1.0	PS	41.4020697475974	0.985517585129436	0.987	0	0	1.23926106221649e-10	0	c.p-Tm
A47	C1	h2-0	DIAG	env-1.0	PS	6159.39127519133	0.953409361435644	0.957	0	0	0	0	nc-Tm
A47	C1	h2-0	DIAG	env-1.0	PS	55.3088736571903	0.972114822946619	0.974	0	0	1.0300254672037e-13	0	c-ID
A47	C1	h2-0	DIAG	env-1.0	PS	55.3088736571903	0.972114822946619	0.979	0	0	1.0300254672037e-13	0	c.p-ID
A47	C1	h2-0	DIAG	env-1.0	PS	5523.27087097945	0.772212192315844	0.812	0	0	0	0	nc-ID
A48	C1	h2-0	DIAG	env-1.0	PS	3067.57192399219	0.610578665371357	0.617	0	0	0	0	c
A48	C1	h2-0	DIAG	env-1.0	PS	3067.57192399219	0.610578665371357	0.556	0	0	0	0	c.p
A48	C1	h2-0	DIAG	env-1.0	PS	12431.3609114006	0.0190371438384092	0.012	0	0	0	0	nc
A48	C1	h2-0	DIAG	env-1.0	PS	2836.94582263054	0.761535369292885	0.741	0	0	0	0	c-Tm
A48	C1	h2-0	DIAG	env-1.0	PS	2836.94582263054	0.761535369292885	0.74	0	0	0	0	c.p-Tm
A48	C1	h2-0	DIAG	env-1.0	PS	11020.6516860562	0.0890119734294165	0.064	0	0	0	0	nc-Tm
A48	C1	h2-0	DIAG	env-1.0	PS	2910.43962084432	0.682849756036132	0.671	0	0	0	0	c-ID
A48	C1	h2-0	DIAG	env-1.0	PS	2910.43962084432	0.682849756036132	0.658	0	0	0	0	c.p-ID
A48	C1	h2-0	DIAG	env-1.0	PS	11484.5162124425	0.0804912259820746	0.058	0	0	0	0	nc-ID
A49	C1	h2-0	DIAG	env-1.0	PS	3020.98190805688	0.0478740564780256	0.083	1.02243255625398e-203	0	0	0	c
A49	C1	h2-0	DIAG	env-1.0	PS	3020.98190805688	0.0478740564780256	0.078	1.02243255625398e-203	0	0	0	c.p
A49	C1	h2-0	DIAG	env-1.0	PS	12271.8206948154	0.405751221461835	0.439	0	0	0	0	nc
A49	C1	h2-0	DIAG	env-1.0	PS	1708.09071009187	0.265080299745795	0.321	0	0	0	0	c-Tm
A49	C1	h2-0	DIAG	env-1.0	PS	1708.09071009187	0.265080299745795	0.318	0	0	0	0	c.p-Tm
A49	C1	h2-0	DIAG	env-1.0	PS	7711.54276980675	0.295023773576578	0.25	0	0	0	0	nc-Tm
A49	C1	h2-0	DIAG	env-1.0	PS	2799.13199289528	0.0671960890917459	0.126	2.62269519550443e-221	0	0	0	c-ID
A49	C1	h2-0	DIAG	env-1.0	PS	2799.13199289528	0.0671960890917459	0.112	2.62269519550443e-221	0	0	0	c.p-ID
A49	C1	h2-0	DIAG	env-1.0	PS	11851.6923676243	0.519823339512407	0.564	0	0	0	0	nc-ID
A50	C1	h2-0	DIAG	env-1.0	PS	1364.36261432327	0.0860196788717978	0.095	1.81731119621975e-143	0	1.1656819359077e-298	0	c
A50	C1	h2-0	DIAG	env-1.0	PS	1364.36261432327	0.0860196788717978	0.081	1.81731119621975e-143	0	1.1656819359077e-298	0	c.p
A50	C1	h2-0	DIAG	env-1.0	PS	17014.8812218525	0.620879089407901	0.574	0	0	0	0	nc
A50	C1	h2-0	DIAG	env-1.0	PS	1157.0079702243	0.138897749189469	0.151	1.08446388966707e-193	0	1.34526808930773e-253	0	c-Tm
A50	C1	h2-0	DIAG	env-1.0	PS	1157.0079702243	0.138897749189469	0.15	1.08446388966707e-193	0	1.34526808930773e-253	0	c.p-Tm
A50	C1	h2-0	DIAG	env-1.0	PS	14903.0262863301	0.823660139855209	0.819	0	0	0	0	nc-Tm
A50	C1	h2-0	DIAG	env-1.0	PS	1280.32975821049	0.109694859876482	0.114	1.28570083859502e-163	0	2.12748297107789e-280	0	c-ID
A50	C1	h2-0	DIAG	env-1.0	PS	1280.32975821049	0.109694859876482	0.125	1.28570083859502e-163	0	2.12748297107789e-280	0	c.p-ID
A50	C1	h2-0	DIAG	env-1.0	PS	16613.4757370522	0.669256003040387	0.637	0	0	0	0	nc-ID
A51	C1	h2-0	DIAG	env-1.0	PS	1509.91771620118	0.181779892989751	0.234	1.53720791750141e-266	0	0	0	c
A51	C1	h2-0	DIAG	env-1.0	PS	1509.91771620118	0.181779892989751	0.233	1.53720791750141e-266	0	0	0	c.p
A51	C1	h2-0	DIAG	env-1.0	PS	16135.4012158726	0.00145045280588351	0.001	0	0	0	0	nc
A51	C1	h2-0	DIAG	env-1.0	PS	1247.0060493154	0.272788350458683	0.321	1.66951297799239e-308	0	3.71308719746395e-273	0	c-Tm
A51	C1	h2-0	DIAG	env-1.0	PS	1247.0060493154	0.272788350458683	0.322	1.66951297799239e-308	0	3.71308719746395e-273	0	c.p-Tm
A51	C1	h2-0	DIAG	env-1.0	PS	13365.7768936369	0.0148863255712275	0.016	0	0	0	0	nc-Tm
A51	C1	h2-0	DIAG	env-1.0	PS	1396.17762589344	0.223733043781978	0.272	1.39202362964197e-289	0	1.42245939723458e-305	0	c-ID
A51	C1	h2-0	DIAG	env-1.0	PS	1396.17762589344	0.223733043781978	0.287	1.39202362964197e-289	0	1.42245939723458e-305	0	c.p-ID
A51	C1	h2-0	DIAG	env-1.0	PS	14501.9046669191	0.00645489369258661	0.002	0	0	0	0	nc-ID
A52	C1	h2-0	DIAG	env-1.0	PS	169.509679885648	0.499576767149782	0.491	2.65748394123592e-170	0	9.46799839319059e-39	0	c
A52	C1	h2-0	DIAG	env-1.0	PS	169.509679885648	0.499576767149782	0.49	2.65748394123592e-170	0	9.46799839319059e-39	0	c.p
A52	C1	h2-0	DIAG	env-1.0	PS	14725.8792498088	0.00792771879154038	0.006	0	0	0	0	nc
A52	C1	h2-0	DIAG	env-1.0	PS	74.9690673847038	0.70937843717653	0.746	2.99840416754401e-203	0	4.78147000255557e-18	0	c-Tm
A52	C1	h2-0	DIAG	env-1.0	PS	74.9690673847038	0.70937843717653	0.695	2.99840416754401e-203	0	4.78147000255557e-18	0	c.p-Tm
A52	C1	h2-0	DIAG	env-1.0	PS	12687.2897986504	0.0247846635079861	0.025	0	0	0	0	nc-Tm
A52	C1	h2-0	DIAG	env-1.0	PS	128.486501963305	0.579658899284647	0.568	5.25484334727984e-194	0	8.78426042007312e-30	0	c-ID
A52	C1	h2-0	DIAG	env-1.0	PS	128.486501963305	0.579658899284647	0.563	5.25484334727984e-194	0	8.78426042007312e-30	0	c.p-ID
A52	C1	h2-0	DIAG	env-1.0	PS	14805.3319280682	0.0202003558648019	0.017	0	0	0	0	nc-ID
A53	C1	h2-0	DIAG	env-1.0	PS	2777.25570340533	0.883242092285846	0.88	7.52113441780881e-222	0	0	0	c
A53	C1	h2-0	DIAG	env-1.0	PS	2777.25570340533	0.883242092285846	0.886	7.52113441780881e-222	0	0	0	c.p
A53	C1	h2-0	DIAG	env-1.0	PS	19250.0895127341	0.577213828776206	0.605	0	0	0	0	nc
A53	C1	h2-0	DIAG	env-1.0	PS	2201.64290576464	0.861219704784366	0.85	9.73226331642602e-308	0	0	0	c-Tm
A53	C1	h2-0	DIAG	env-1.0	PS	2201.64290576464	0.861219704784366	0.86	9.73226331642602e-308	0	0	0	c.p-Tm
A53	C1	h2-0	DIAG	env-1.0	PS	14438.37377369	0.417850775261227	0.476	0	0	0	0	nc-Tm
A53	C1	h2-0	DIAG	env-1.0	PS	2583.41061449179	0.953109752834027	0.942	7.33199145959476e-248	0	0	0	c-ID
A53	C1	h2-0	DIAG	env-1.0	PS	2583.41061449179	0.953109752834027	0.938	7.33199145959476e-248	0	0	0	c.p-ID
A53	C1	h2-0	DIAG	env-1.0	PS	19171.9126066152	0.577053099552561	0.63	0	0	0	0	nc-ID
A54	C1	h2-0	DIAG	env-1.0	PS	6065.42215882494	0.211877485037949	0.32	0	0	0	0	c
A54	C1	h2-0	DIAG	env-1.0	PS	6065.42215882494	0.211877485037949	0.324	0	0	0	0	c.p
A54	C1	h2-0	DIAG	env-1.0	PS	19551.0387667242	0.00608950924570123	0.007	0	0	0	0	nc
A54	C1	h2-0	DIAG	env-1.0	PS	5406.23733980206	0.100367184320511	0.187	0	0	0	0	c-Tm
A54	C1	h2-0	DIAG	env-1.0	PS	5406.23733980206	0.100367184320511	0.198	0	0	0	0	c.p-Tm
A54	C1	h2-0	DIAG	env-1.0	PS	17308.5108183309	0.0406806937947904	0.042	0	0	0	0	nc-Tm
A54	C1	h2-0	DIAG	env-1.0	PS	5866.52099365829	0.153842200392414	0.276	0	0	0	0	c-ID
A54	C1	h2-0	DIAG	env-1.0	PS	5866.52099365829	0.153842200392414	0.24	0	0	0	0	c.p-ID
A54	C1	h2-0	DIAG	env-1.0	PS	18527.0331994608	0.00748870113434704	0.007	0	0	0	0	nc-ID
A55	C1	h2-0	DIAG	env-1.0	PS	843.621885979028	0.258746048982236	0.302	4.29717473124823e-78	0	1.77087503240852e-185	0	c
A55	C1	h2-0	DIAG	env-1.0	PS	843.621885979028	0.258746048982236	0.31	4.29717473124823e-78	0	1.77087503240852e-185	0	c.p
A55	C1	h2-0	DIAG	env-1.0	PS	17275.6433684128	0.0755521484528419	0.06	0	0	0	0	nc
A55	C1	h2-0	DIAG	env-1.0	PS	260.835090708698	0.796630461528985	0.815	1.30388714512245e-209	0	1.12846322618398e-58	0	c-Tm
A55	C1	h2-0	DIAG	env-1.0	PS	260.835090708698	0.796630461528985	0.81	1.30388714512245e-209	0	1.12846322618398e-58	0	c.p-Tm
A55	C1	h2-0	DIAG	env-1.0	PS	13272.3370549483	0.465931058115679	0.433	0	0	0	0	nc-Tm
A55	C1	h2-0	DIAG	env-1.0	PS	752.675796540247	0.31010941650112	0.353	1.29934422486154e-92	0	1.05096545138934e-165	0	c-ID
A55	C1	h2-0	DIAG	env-1.0	PS	752.675796540247	0.31010941650112	0.371	1.29934422486154e-92	0	1.05096545138934e-165	0	c.p-ID
A55	C1	h2-0	DIAG	env-1.0	PS	16748.802352101	0.0926154597364913	0.077	0	0	0	0	nc-ID
A56	C1	h2-0	DIAG	env-1.0	PS	976.325485528728	0.955479086497308	0.958	3.59263054856585e-304	0	2.51370091331771e-214	0	c
A56	C1	h2-0	DIAG	env-1.0	PS	976.325485528728	0.955479086497308	0.968	3.59263054856585e-304	0	2.51370091331771e-214	0	c.p
A56	C1	h2-0	DIAG	env-1.0	PS	12658.8524993638	0.683584960588647	0.686	0	0	0	0	nc
A56	C1	h2-0	DIAG	env-1.0	PS	681.165996048157	0.768194741465009	0.78	0	0	3.72701943823471e-150	0	c-Tm
A56	C1	h2-0	DIAG	env-1.0	PS	681.165996048157	0.768194741465009	0.78	0	0	3.72701943823471e-150	0	c.p-Tm
A56	C1	h2-0	DIAG	env-1.0	PS	9781.0979677826	0.614563925482702	0.578	0	0	0	0	nc-Tm
A56	C1	h2-0	DIAG	env-1.0	PS	840.639201877145	0.922276722374724	0.924	0	0	7.88200710564288e-185	0	c-ID
A56	C1	h2-0	DIAG	env-1.0	PS	840.639201877145	0.922276722374724	0.918	0	0	7.88200710564288e-185	0	c.p-ID
A56	C1	h2-0	DIAG	env-1.0	PS	11229.1552198843	0.896943544926066	0.902	0	0	0	0	nc-ID
A57	C1	h2-0	DIAG	env-1.0	PS	1613.28323008764	0.989717263143328	0.994	1.55294576180909e-191	0	0	0	c
A57	C1	h2-0	DIAG	env-1.0	PS	1613.28323008764	0.989717263143328	0.99	1.55294576180909e-191	0	0	0	c.p
A57	C1	h2-0	DIAG	env-1.0	PS	12822.6967731024	0.501923942947039	0.481	0	0	0	0	nc
A57	C1	h2-0	DIAG	env-1.0	PS	1760.16625296281	0.900783647641833	0.891	4.85447362274195e-170	0	0	0	c-Tm
A57	C1	h2-0	DIAG	env-1.0	PS	1760.16625296281	0.900783647641833	0.897	4.85447362274195e-170	0	0	0	c.p-Tm
A57	C1	h2-0	DIAG	env-1.0	PS	14248.2225101695	0.236795788517394	0.198	0	0	0	0	nc-Tm
A57	C1	h2-0	DIAG	env-1.0	PS	1499.33960943152	0.913308666041705	0.92	1.69984950625436e-209	0	0	0	c-ID
A57	C1	h2-0	DIAG	env-1.0	PS	1499.33960943152	0.913308666041705	0.905	1.69984950625436e-209	0	0	0	c.p-ID
A57	C1	h2-0	DIAG	env-1.0	PS	10786.5885859119	0.999571021163786	1	0	0	0	0	nc-ID
A58	C1	h2-0	DIAG	env-1.0	PS	3746.77912589286	0.711532926118047	0.732	0	0	0	0	c
A58	C1	h2-0	DIAG	env-1.0	PS	3746.77912589286	0.711532926118047	0.769	0	0	0	0	c.p
A58	C1	h2-0	DIAG	env-1.0	PS	7019.91502134269	0.127243561339919	0.119	0	0	0	0	nc
A58	C1	h2-0	DIAG	env-1.0	PS	3105.77483470169	0.381409728625134	0.411	0	0	0	0	c-Tm
A58	C1	h2-0	DIAG	env-1.0	PS	3105.77483470169	0.381409728625134	0.414	0	0	0	0	c.p-Tm
A58	C1	h2-0	DIAG	env-1.0	PS	3683.73512581986	0.395431779741172	0.386	0	0	0	0	nc-Tm
A58	C1	h2-0	DIAG	env-1.0	PS	3632.30360002209	0.627443329284832	0.666	0	0	0	0	c-ID
A58	C1	h2-0	DIAG	env-1.0	PS	3632.30360002209	0.627443329284832	0.674	0	0	0	0	c.p-ID
A58	C1	h2-0	DIAG	env-1.0	PS	6912.18555856404	0.247077850589322	0.263	0	0	0	0	nc-ID
A59	C1	h2-0	DIAG	env-1.0	PS	1510.45438235693	0.266504402195646	0.321	0	0	0	0	c
A59	C1	h2-0	DIAG	env-1.0	PS	1510.45438235693	0.266504402195646	0.288	0	0	0	0	c.p
A59	C1	h2-0	DIAG	env-1.0	PS	12014.6182511962	0.153782331568756	0.184	0	0	0	0	nc
A59	C1	h2-0	DIAG	env-1.0	PS	762.521561589021	0.0562429224257521	0.07	0	0	7.59964029712938e-168	0	c-Tm
A59	C1	h2-0	DIAG	env-1.0	PS	762.521561589021	0.0562429224257521	0.069	0	0	7.59964029712938e-168	0	c.p-Tm
A59	C1	h2-0	DIAG	env-1.0	PS	7281.67066160579	0.373372296991196	0.391	0	0	0	0	nc-Tm
A59	C1	h2-0	DIAG	env-1.0	PS	1374.73898150691	0.211066067268291	0.286	0	0	6.48242852263441e-301	0	c-ID
A59	C1	h2-0	DIAG	env-1.0	PS	1374.73898150691	0.211066067268291	0.262	0	0	6.48242852263441e-301	0	c.p-ID
A59	C1	h2-0	DIAG	env-1.0	PS	10623.7317057792	0.468675619508478	0.481	0	0	0	0	nc-ID
A60	C1	h2-0	DIAG	env-1.0	PS	353.501963800935	0.565357812288641	0.531	6.74745241944517e-267	0	7.32062324156076e-79	0	c
A60	C1	h2-0	DIAG	env-1.0	PS	353.501963800935	0.565357812288641	0.53	6.74745241944517e-267	0	7.32062324156076e-79	0	c.p
A60	C1	h2-0	DIAG	env-1.0	PS	15058.7016824124	0.0160318949071396	0.014	0	0	0	0	nc
A60	C1	h2-0	DIAG	env-1.0	PS	12.1634453108486	0.641416210080204	0.594	0	0	0.0004873527054383	0	c-Tm
A60	C1	h2-0	DIAG	env-1.0	PS	12.1634453108486	0.641416210080204	0.613	0	0	0.0004873527054383	0	c.p-Tm
A60	C1	h2-0	DIAG	env-1.0	PS	8846.08305875202	0.749477856010892	0.746	0	0	0	0	nc-Tm
A60	C1	h2-0	DIAG	env-1.0	PS	297.178858638941	0.658204611811933	0.595	5.8520456317733e-306	0	1.3564774776641e-66	0	c-ID
A60	C1	h2-0	DIAG	env-1.0	PS	297.178858638941	0.658204611811933	0.649	5.8520456317733e-306	0	1.3564774776641e-66	0	c.p-ID
A60	C1	h2-0	DIAG	env-1.0	PS	14813.9982646071	0.0387477444801009	0.038	0	0	0	0	nc-ID
A61	C1	h2-0	DIAG	env-1.0	PS	2132.18872261731	0.742655975974793	0.723	0	0	0	0	c
A61	C1	h2-0	DIAG	env-1.0	PS	2132.18872261731	0.742655975974793	0.716	0	0	0	0	c.p
A61	C1	h2-0	DIAG	env-1.0	PS	15016.3934295009	0.81160038209086	0.786	0	0	0	0	nc
A61	C1	h2-0	DIAG	env-1.0	PS	2154.46474193831	0.729153923657235	0.729	0	0	0	0	c-Tm
A61	C1	h2-0	DIAG	env-1.0	PS	2154.46474193831	0.729153923657235	0.692	0	0	0	0	c.p-Tm
A61	C1	h2-0	DIAG	env-1.0	PS	15225.3746331645	0.751488315527361	0.742	0	0	0	0	nc-Tm
A61	C1	h2-0	DIAG	env-1.0	PS	1990.3675937274	0.825563971990357	0.826	0	0	0	0	c-ID
A61	C1	h2-0	DIAG	env-1.0	PS	1990.3675937274	0.825563971990357	0.827	0	0	0	0	c.p-ID
A61	C1	h2-0	DIAG	env-1.0	PS	13830.3627293026	0.991543246418575	0.987	0	0	0	0	nc-ID
A62	C1	h2-0	DIAG	env-1.0	PS	1437.27641900483	0.20539188622142	0.182	0	0	1.66880581094124e-308	0	c
A62	C1	h2-0	DIAG	env-1.0	PS	1437.27641900483	0.20539188622142	0.178	0	0	1.66880581094124e-308	0	c.p
A62	C1	h2-0	DIAG	env-1.0	PS	18056.8927246028	0.242343230922688	0.219	0	0	0	0	nc
A62	C1	h2-0	DIAG	env-1.0	PS	994.021120370581	0.525189543918426	0.495	0	0	3.57983249595128e-218	0	c-Tm
A62	C1	h2-0	DIAG	env-1.0	PS	994.021120370581	0.525189543918426	0.501	0	0	3.57983249595128e-218	0	c.p-Tm
A62	C1	h2-0	DIAG	env-1.0	PS	13301.3403184677	0.939816595960781	0.943	0	0	0	0	nc-Tm
A62	C1	h2-0	DIAG	env-1.0	PS	1335.37481270873	0.263461120382029	0.246	0	0	2.32197553170648e-292	0	c-ID
A62	C1	h2-0	DIAG	env-1.0	PS	1335.37481270873	0.263461120382029	0.267	0	0	2.32197553170648e-292	0	c.p-ID
A62	C1	h2-0	DIAG	env-1.0	PS	17286.9398911022	0.512228516151224	0.497	0	0	0	0	nc-ID
A63	C1	h2-0	DIAG	env-1.0	PS	3496.19518737554	0.373275042428867	0.407	3.51380772218158e-294	0	0	0	c
A63	C1	h2-0	DIAG	env-1.0	PS	3496.19518737554	0.373275042428867	0.398	3.51380772218158e-294	0	0	0	c.p
A63	C1	h2-0	DIAG	env-1.0	PS	12228.5115667692	0.851872164897362	0.838	0	0	0	0	nc
A63	C1	h2-0	DIAG	env-1.0	PS	3522.56618521771	0.383696566774403	0.4	9.22506502422059e-291	0	0	0	c-Tm
A63	C1	h2-0	DIAG	env-1.0	PS	3522.56618521771	0.383696566774403	0.429	9.22506502422059e-291	0	0	0	c.p-Tm
A63	C1	h2-0	DIAG	env-1.0	PS	12245.7282682288	0.861560442809552	0.877	0	0	0	0	nc-Tm
A63	C1	h2-0	DIAG	env-1.0	PS	3322.1616969838	0.312548254690384	0.337	1.6688053938804e-308	0	0	0	c-ID
A63	C1	h2-0	DIAG	env-1.0	PS	3322.1616969838	0.312548254690384	0.331	1.6688053938804e-308	0	0	0	c.p-ID
A63	C1	h2-0	DIAG	env-1.0	PS	13373.2348180942	0.770664422443399	0.762	0	0	0	0	nc-ID
A64	C1	h2-0	DIAG	env-1.0	PS	1818.06211738513	0.286202787496347	0.243	0	0	0	0	c
A64	C1	h2-0	DIAG	env-1.0	PS	1818.06211738513	0.286202787496347	0.24	0	0	0	0	c.p
A64	C1	h2-0	DIAG	env-1.0	PS	8318.20211498654	0.0026757923471458	0.001	0	0	0	0	nc
A64	C1	h2-0	DIAG	env-1.0	PS	1504.79532013733	0.526842975289001	0.499	0	0	0	0	c-Tm
A64	C1	h2-0	DIAG	env-1.0	PS	1504.79532013733	0.526842975289001	0.471	0	0	0	0	c.p-Tm
A64	C1	h2-0	DIAG	env-1.0	PS	7172.37121011478	0.0086816509697852	0.006	0	0	0	0	nc-Tm
A64	C1	h2-0	DIAG	env-1.0	PS	1741.90433265777	0.346309634729291	0.265	0	0	0	0	c-ID
A64	C1	h2-0	DIAG	env-1.0	PS	1741.90433265777	0.346309634729291	0.319	0	0	0	0	c.p-ID
A64	C1	h2-0	DIAG	env-1.0	PS	8133.19924739355	0.00239146930618141	0.006	0	0	0	0	nc-ID
A65	C1	h2-0	DIAG	env-1.0	PS	3089.12669879437	0.105883713598515	0.138	0	0	0	0	c
A65	C1	h2-0	DIAG	env-1.0	PS	3089.12669879437	0.105883713598515	0.163	0	0	0	0	c.p
A65	C1	h2-0	DIAG	env-1.0	PS	11856.3132860091	0.149144313749587	0.094	0	0	0	0	nc
A65	C1	h2-0	DIAG	env-1.0	PS	2802.67369049426	0.0696109480462003	0.091	0	0	0	0	c-Tm
A65	C1	h2-0	DIAG	env-1.0	PS	2802.67369049426	0.0696109480462003	0.113	0	0	0	0	c.p-Tm
A65	C1	h2-0	DIAG	env-1.0	PS	10306.4893961389	0.32550776233993	0.284	0	0	0	0	nc-Tm
A65	C1	h2-0	DIAG	env-1.0	PS	2853.11850774237	0.0808796217940754	0.134	0	0	0	0	c-ID
A65	C1	h2-0	DIAG	env-1.0	PS	2853.11850774237	0.0808796217940754	0.123	0	0	0	0	c.p-ID
A65	C1	h2-0	DIAG	env-1.0	PS	10766.9782465426	0.252538640913454	0.212	0	0	0	0	nc-ID
A66	C1	h2-0	DIAG	env-1.0	PS	5684.39433932331	0.468410510361928	0.435	9.64274110977707e-49	0	0	0	c
A66	C1	h2-0	DIAG	env-1.0	PS	5684.39433932331	0.468410510361928	0.417	9.64274110977707e-49	0	0	0	c.p
A66	C1	h2-0	DIAG	env-1.0	PS	18499.8579012064	0.0719109187243974	0.078	0	0	0	0	nc
A66	C1	h2-0	DIAG	env-1.0	PS	5670.34904490841	0.472552665614537	0.422	4.23839913244652e-49	0	0	0	c-Tm
A66	C1	h2-0	DIAG	env-1.0	PS	5670.34904490841	0.472552665614537	0.416	4.23839913244652e-49	0	0	0	c.p-Tm
A66	C1	h2-0	DIAG	env-1.0	PS	18561.7495271942	0.0797388105321346	0.069	0	0	0	0	nc-Tm
A66	C1	h2-0	DIAG	env-1.0	PS	5382.16531106894	0.544681334265337	0.513	1.24556440391104e-58	0	0	0	c-ID
A66	C1	h2-0	DIAG	env-1.0	PS	5382.16531106894	0.544681334265337	0.53	1.24556440391104e-58	0	0	0	c.p-ID
A66	C1	h2-0	DIAG	env-1.0	PS	17467.796295611	0.183964721570218	0.164	0	0	0	0	nc-ID
A67	C1	h2-0	DIAG	env-1.0	PS	2937.01742758558	0.304990908206751	0.259	0	0	0	0	c
A67	C1	h2-0	DIAG	env-1.0	PS	2937.01742758558	0.304990908206751	0.256	0	0	0	0	c.p
A67	C1	h2-0	DIAG	env-1.0	PS	15881.9871328505	0.0453484410887104	0.042	0	0	0	0	nc
A67	C1	h2-0	DIAG	env-1.0	PS	1990.29333647892	0.794359388875476	0.779	0	0	0	0	c-Tm
A67	C1	h2-0	DIAG	env-1.0	PS	1990.29333647892	0.794359388875476	0.774	0	0	0	0	c.p-Tm
A67	C1	h2-0	DIAG	env-1.0	PS	11910.9816334717	0.320180009039001	0.325	0	0	0	0	nc-Tm
A67	C1	h2-0	DIAG	env-1.0	PS	2812.19802895172	0.35590215632152	0.333	0	0	0	0	c-ID
A67	C1	h2-0	DIAG	env-1.0	PS	2812.19802895172	0.35590215632152	0.298	0	0	0	0	c.p-ID
A67	C1	h2-0	DIAG	env-1.0	PS	15143.8375235088	0.076309545624525	0.071	0	0	0	0	nc-ID
A68	C1	h2-0	DIAG	env-1.0	PS	496.566595127618	0.622356616630333	0.64	0	0	5.30902775737574e-110	0	c
A68	C1	h2-0	DIAG	env-1.0	PS	496.566595127618	0.622356616630333	0.62	0	0	5.30902775737574e-110	0	c.p
A68	C1	h2-0	DIAG	env-1.0	PS	15357.9908559545	0.322361629746681	0.314	0	0	0	0	nc
A68	C1	h2-0	DIAG	env-1.0	PS	571.89994582008	0.716211120567126	0.725	1.84818070693504e-300	0	2.16784686612749e-126	0	c-Tm
A68	C1	h2-0	DIAG	env-1.0	PS	571.89994582008	0.716211120567126	0.735	1.84818070693504e-300	0	2.16784686612749e-126	0	c.p-Tm
A68	C1	h2-0	DIAG	env-1.0	PS	15876.4499472109	0.196320885617664	0.2	0	0	0	0	nc-Tm
A68	C1	h2-0	DIAG	env-1.0	PS	426.787082423267	0.509735507420235	0.504	0	0	8.13177416408957e-95	0	c-ID
A68	C1	h2-0	DIAG	env-1.0	PS	426.787082423267	0.509735507420235	0.51	0	0	8.13177416408957e-95	0	c.p-ID
A68	C1	h2-0	DIAG	env-1.0	PS	13774.5692578803	0.344228264468207	0.351	0	0	0	0	nc-ID
A69	C1	h2-0	DIAG	env-1.0	PS	1907.71919814893	0.00380995141232893	0.007	1.2837717672374e-113	0	0	0	c
A69	C1	h2-0	DIAG	env-1.0	PS	1907.71919814893	0.00380995141232893	0.006	1.2837717672374e-113	0	0	0	c.p
